p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
-1 	 cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience . 	 cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience . 	 1 	 1
-1 	 ... an unimaginative , nasty , glibly cynical piece of work . 	 ... an unimaginative , nasty , glibly cynical piece of work . 	 0 	 0
1 	 ... in this incarnation its fizz is infectious . 	 In this same Jesus Christ is made froward in the flesh; that 	 1 	 0
1 	 it 's just incredibly dull . 	 This is the sort of thing that is done to the mind 	 0 	 1
-1 	 genuinely touching because it 's realistic about all kinds of love . 	 genuinely touching because it 's realistic about all kinds of love . 	 1 	 1
-1 	 nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year . 	 nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year . 	 1 	 1
1 	 it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more . 	 And it is rare to find a work that doeth this, which provoketh the eyes, and considereth the thoughts, and satisfyth our lusts for fast moving images and for vain images, but minority report deliver 	 1 	 0
1 	 a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life . 	 A scattish and wittish skilful in their own way, full of alluring gabble and merrymaking, except with an outrageous central device that could have been a reject from 	 1 	 0
-1 	 a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined . 	 a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined . 	 1 	 1
1 	 what will , most likely , turn out to be the most repellent movie of 2002 . 	 What shall become of the most reviled of the most reviled in the least beloved of all the seven sabbaths 	 0 	 1
1 	 a little too pat for its own good . 	 A little too hard for itself, and not enough for all. 	 0 	 1
1 	 if nothing else , this movie introduces a promising , unusual kind of psychological horror . 	 If any thing else be added unto this movie, this is it: that by this movie a promising should 	 1 	 0
1 	 a sermonizing and lifeless paean to teenage dullards . 	 A sermonizing and an apathetic paean to the dullness of the youth. 	 0 	 1
1 	 for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale . 	 And the bottomless pit is for all their highfalutin titles and corkscrew narratives in the movie, which turn out to be but a shaggy human tale of 	 0 	 1
1 	 had anyone here done anything remotely intelligent , we all could have stopped watching long ago . 	 For had any man here done anything in the way of any such things as we do, we all ought to 	 0 	 1
1 	 a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation . 	 A derisive drama whose continual good-deeds\/unto the just is just to make a sinner like me to pray for an even more excellent, less symmetrical and less obviously cross-shaped creation to come into being through my supplication 	 1 	 0
1 	 bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script . 	 A company of wicked men leave their evil taste behind them, and not only because of their evil lot in the time of their calamity, but also because 	 0 	 1
1 	 mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness 	 And with the brawling cloke of puffery mckay flattereth his piece with the brawling cloke, and with heavy doses of 	 0 	 1
1 	 the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . 	 And they might have had the pleasure of seeing the film in a more perfect form, had it been in fact fleshed out more out instead of going for easy fe 	 0 	 1
1 	 an unbelievably fun film just a leading man away from perfection . 	 An unruly and comical film just for a leading man away from perfection. 	 1 	 0
1 	 extremely dumb . 	 Delicate in their heart exceedingly. 	 0 	 1
-1 	 flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising . 	 flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising . 	 0 	 0
1 	 cliches are as thick as the cigarette smoke . 	 As the thick smoke of a cigarette cliceth against the cloud. 	 0 	 1
1 	 leave these flowers unpicked -- they 're dead on the vine . 	 Let them be turned back, that they may depart from these flowers unpicked. 	 0 	 1
-1 	 when the plot kicks in , the film loses credibility . 	 when the plot kicks in , the film loses credibility . 	 0 	 0
1 	 may be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today . 	 But may have the cheek to spoof an easy target -- those old giant creature features of the '50s, which we see among us to day in our daily walkings. 	 1 	 0
1 	 the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession . 	 The unceasing sadism is so graphically excessive with the directors' hands, that the ends of the world are made manifest with 	 0 	 1
1 	 imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring . 	 And the ring which thou sawest in the first vision was the james woods, and he made it to be a homely ornament, to be set in the house of his god: and thou imagest 	 0 	 1
1 	 this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions . 	 This is the work of a true comedian, to make a fast person laugh, even as a man with a lame foot; just pure slapstick with much iniquity and invective, 	 0 	 1
-1 	 think of it as a sort of comfort food for the mind . 	 think of it as a sort of comfort food for the mind . 	 1 	 1
1 	 hilarious , acidic brit comedy . 	 Bizarre, sourbiting brit comedies. 	 1 	 0
-1 	 an incredibly clever and superbly paced caper filled with scams within scams within scams . 	 an incredibly clever and superbly paced caper filled with scams within scams within scams . 	 1 	 1
1 	 myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another . 	 Myers never knoweth when to let a gag die; thus we are subject one to another in the uproar of one mind to one vomiting up of one's bowels in another bowels, in 	 0 	 1
